noun,холодный,ледяной,colour,code
глазурь,0,140
бунт,0,138
скульптура,0,137
прожилка,0,134
пушка,0,133
тропинка,0,129
венец,0,125
алмаз,0,123
глава,0,123
конус,0,117
обвал,0,114
айсберг,0,112
рельеф,0,112
великан,0,108
полотно,0,108
островок,0,107
закраек,0,107
дрова,0,107
утес,0,107
ворота,0,105
спуск,0,105
балка,0,103
настил,0,103
престол,0,101
пик,0,101
кольчуга,0,97
латы,0,96
дробь,0,93
прибой,0,92
бритва,0,91
мороз,0,90
кочка,0,88
булава,0,88
казбек,0,85
роза,0,83
призма,0,81
канал,0,80
перевал,0,79
кружева,0,79
нагрузка,0,78
аллея,0,77
откос,0,74
скорлупа,0,74
натек,0,73
дамба,0,72
горошина,0,71
рев,0,71
сталагмит,0,71
зуб,0,67
окова,0,67
круча,0,66
побережье,0,64
птица,0,63
колпак,0,63
зубец,0,63
валун,0,63
наплыв,0,62
метеорит,0,62
оконце,0,62
ураган,0,62
каскад,0,61
кружево,0,61
клещи,0,59
горки,0,59
крупка,0,58
лагерь,0,57
карниз,0,56
свеча,0,56
ладоши,0,55
пурга,0,55
острог,0,54
сосуля,0,54
ук,0,53
наслоение,0,52
глоток,0,52
обида,0,51
ожог,0,51
ущелие,0,51
мыс,0,50
бревно,0,50
стрела,0,50
городок,0,49
кор,0,49
доспехи,0,48
развод,0,47
укрепление,0,47
свечка,0,47
кока,0,47
окошко,0,46
посох,0,46
империя,0,45
полынья,0,45
слюда,0,44
горб,0,44
крутизна,0,44
ножичек,0,43
конь,0,43
пузырь,0,42
кашица,0,42
чертог,0,42
домишко,0,41
подъем,0,41
графин,0,41
лучик,0,40
ломтик,0,40
буран,0,40
надолба,0,40
